Account Name,DUAL-INCOME HOUSEHOLD WITH A CHILD
Account Number,______4898

Txn Date,Value Date,Description,Ref No./Cheque No.,Debit,Credit,Balance
01 Mar 2026,01 Mar 2026,NEFT CR-ICIC0000456-NORTHSTAR ANALYTICS LLP-SALARY MAR26,,,334854.42,1139581.93
01 Mar 2026,01 Mar 2026,UPI/572670912889/ZOMATO ONLINE ORDER/YESB,,587.61,,1138994.32
02 Mar 2026,02 Mar 2026,POS 4816XXXXXXXX7128 THIRD WAVE COFFEE,,294.04,,1138700.28
02 Mar 2026,02 Mar 2026,UPI/863480293431/NOBROKER PAY RENT LANDLORD/HDFC,,52000.00,,1086700.28
03 Mar 2026,03 Mar 2026,POS 4502XXXXXXXX1014 MCDONALDS INDIA PVT,,346.32,,1086353.96
04 Mar 2026,04 Mar 2026,ACH DR LITTLE SCHOLARS DAYCARE MONTHLY FEE,,18500.00,,1067853.96
04 Mar 2026,04 Mar 2026,UPI/253587378294/BLINKIT GROCERY/HDFC,,518.24,,1067335.72
04 Mar 2026,04 Mar 2026,UPI/677167420219/ZOMATO ONLINE ORDER/YESB,,379.53,,1066956.19
05 Mar 2026,05 Mar 2026,ACH DR HDFC BANK HOME LOAN EMI MAR26,,38000.00,,1028956.19
05 Mar 2026,05 Mar 2026,UPI/AUTOPAY/AIRTEL BROADBAND BILL/AIRT,,1395.00,,1027561.19
06 Mar 2026,06 Mar 2026,UPI/490303689199/ZERODHA BROKING MF SIP/ZERO,,35000.00,,992561.19
07 Mar 2026,07 Mar 2026,ACH DR NETFLIX ENTERTAINMENT SVC,,810.00,,991751.19
07 Mar 2026,07 Mar 2026,UPI/210012561116/RAPIDO BIKE TAXI/YESB,,121.76,,991629.43
07 Mar 2026,07 Mar 2026,UPI/693211535840/WOW MOMO FOODS/AXIS,,573.49,,991055.94
08 Mar 2026,08 Mar 2026,POS 5171XXXXXXXX5792 MCDONALDS INDIA PVT,,738.20,,990317.74
08 Mar 2026,08 Mar 2026,UPI/383988929863/PAYTM FASTAG RECHARGE/PYTM,,1027.61,,989290.13
08 Mar 2026,08 Mar 2026,UPI/AUTOPAY/BESCOM ELECTRICITY BILL/BESC,,4367.58,,984922.55
09 Mar 2026,09 Mar 2026,ACH DR HDFC ERGO HEALTH INSURANCE PREM,,2450.00,,982472.55
09 Mar 2026,09 Mar 2026,POS 4268XXXXXXXX1917 STARBUCKS COFFEE INDIA,,390.71,,982081.84
11 Mar 2026,11 Mar 2026,ACH DR SPOTIFY INDIA PREMIUM,,244.00,,981837.84
12 Mar 2026,12 Mar 2026,UPI/592622414640/MAHANAGAR GAS BILL PAY/MGAS,,835.39,,981002.45
14 Mar 2026,14 Mar 2026,ATW-4173XXXXXXXX5443-HDFC BANK ATM CASH WITHDRAWAL,,2000.00,,979002.45
14 Mar 2026,14 Mar 2026,UPI/AUTOPAY/JIO POSTPAID BILL/RJIO,,737.00,,978265.45
15 Mar 2026,15 Mar 2026,POS 4595XXXXXXXX1211 MCDONALDS INDIA PVT,,1081.95,,977183.50
15 Mar 2026,15 Mar 2026,UPI/269124351352/BOOKMYSHOW TICKETS/HDFC,,1628.67,,975554.83
15 Mar 2026,15 Mar 2026,UPI/479781927952/ZEPTO NOW/YESB,,431.72,,975123.11
16 Mar 2026,16 Mar 2026,ACH DR ADOBE CREATIVE CLOUD,,2019.00,,973104.11
16 Mar 2026,16 Mar 2026,UPI/699679089746/BARBEQUE NATION HOSP/HDFC,,3402.33,,969701.78
17 Mar 2026,17 Mar 2026,UPI/914438989002/BLINKIT GROCERY/HDFC,,1065.11,,968636.67
17 Mar 2026,17 Mar 2026,UPI/926105071471/WOW MOMO FOODS/AXIS,,544.41,,968092.26
18 Mar 2026,18 Mar 2026,UPI/373046762669/SWIGGY FOOD ORDER/HDFC,,1249.00,,966843.26
18 Mar 2026,18 Mar 2026,UPI/611151000812/SWIGGY FOOD ORDER/HDFC,,1249.00,,965594.26
19 Mar 2026,19 Mar 2026,ACH DR GOOGLE ONE STORAGE,,266.00,,965328.26
19 Mar 2026,19 Mar 2026,POS 5360XXXXXXXX1430 AMAZON SELLER SERVICES,,5715.32,,959612.94
19 Mar 2026,19 Mar 2026,UPI/480243456750/PAYTM FASTAG RECHARGE/PYTM,,1283.95,,958328.99
19 Mar 2026,19 Mar 2026,UPI/559033804995/SWIGGY FOOD ORDER/HDFC,,625.28,,957703.71
19 Mar 2026,19 Mar 2026,UPI/687170047056/ZEPTO NOW/YESB,,490.31,,957213.40
20 Mar 2026,20 Mar 2026,ATW-4833XXXXXXXX7680-HDFC BANK ATM CASH WITHDRAWAL,,3000.00,,954213.40
21 Mar 2026,21 Mar 2026,POS 5139XXXXXXXX5224 PRACTO CONSULT,,1878.45,,952334.95
21 Mar 2026,21 Mar 2026,UPI/245387624011/DOMINOS PIZZA IND/ICIC,,805.93,,951529.02
21 Mar 2026,21 Mar 2026,UPI/321769565100/BIGBASKET SUPERMKT/ICIC,,4516.82,,947012.20
23 Mar 2026,23 Mar 2026,POS 5580XXXXXXXX4187 DECATHLON SPORTS INDIA,,6179.98,,940832.22
23 Mar 2026,23 Mar 2026,UPI/571587174471/CRED CLUB CREDIT CARD BILL/AXIS,,8743.16,,932089.06
24 Mar 2026,24 Mar 2026,POS 4838XXXXXXXX9582 CULT FIT FITNESS,,3329.88,,928759.18
24 Mar 2026,24 Mar 2026,UPI/310406280852/FLIPKART INTERNET/HDFC,,7185.14,,921574.04
24 Mar 2026,24 Mar 2026,UPI/325466740735/SWIGGY FOOD ORDER/HDFC,,401.15,,921172.89
25 Mar 2026,25 Mar 2026,POS 4761XXXXXXXX9811 IRCTC RAIL TICKET BOOKING,,2686.21,,918486.68
26 Mar 2026,26 Mar 2026,UPI/715595366554/BIGBASKET SUPERMKT/ICIC,,1931.00,,916555.68
27 Mar 2026,27 Mar 2026,POS 5455XXXXXXXX6728 HPCL PETROL PUMP,,3520.57,,913035.11
28 Mar 2026,28 Mar 2026,IMPS DR-931222595-SELF TRANSFER TO SAVINGS AC,,54220.58,,858814.53
29 Mar 2026,29 Mar 2026,POS 5179XXXXXXXX7529 THIRD WAVE COFFEE,,633.58,,858180.95
30 Mar 2026,30 Mar 2026,POS 4718XXXXXXXX8695 HPCL PETROL PUMP,,4615.67,,853565.28
30 Mar 2026,30 Mar 2026,UPI/462826714623/ZEPTO NOW/YESB,,1191.20,,852374.08
01 Apr 2026,01 Apr 2026,NEFT CR-ICIC0000456-NORTHSTAR ANALYTICS LLP-SALARY APR26,,,335252.90,1187626.98
01 Apr 2026,01 Apr 2026,UPI/739865255523/NAMMA YATRI/AXIS,,403.45,,1187223.53
01 Apr 2026,01 Apr 2026,UPI/924093635470/WOW MOMO FOODS/AXIS,,395.07,,1186828.46
02 Apr 2026,02 Apr 2026,UPI/814228532863/NOBROKER PAY RENT LANDLORD/HDFC,,52000.00,,1134828.46
03 Apr 2026,03 Apr 2026,POS 4415XXXXXXXX6243 CHAAYOS TEA CAFE,,355.02,,1134473.44
03 Apr 2026,03 Apr 2026,POS 4835XXXXXXXX3764 MYNTRA DESIGNS PVT LTD,,4999.70,,1129473.74
04 Apr 2026,04 Apr 2026,ACH DR LITTLE SCHOLARS DAYCARE MONTHLY FEE,,18500.00,,1110973.74
04 Apr 2026,04 Apr 2026,POS 4552XXXXXXXX2237 CHAAYOS TEA CAFE,,420.52,,1110553.22
04 Apr 2026,04 Apr 2026,POS 5254XXXXXXXX2614 IKEA INDIA PVT LTD,,13199.62,,1097353.60
04 Apr 2026,04 Apr 2026,POS 5293XXXXXXXX5102 IRCTC RAIL TICKET BOOKING,,884.13,,1096469.47
05 Apr 2026,05 Apr 2026,ACH DR HDFC BANK HOME LOAN EMI APR26,,38000.00,,1058469.47
05 Apr 2026,05 Apr 2026,ATW-4293XXXXXXXX5363-HDFC BANK ATM CASH WITHDRAWAL,,3000.00,,1055469.47
05 Apr 2026,05 Apr 2026,POS 4712XXXXXXXX7918 IRCTC RAIL TICKET BOOKING,,1083.51,,1054385.96
05 Apr 2026,05 Apr 2026,UPI/994767120702/ZOMATO ONLINE ORDER/YESB,,1031.66,,1053354.30
05 Apr 2026,05 Apr 2026,UPI/AUTOPAY/AIRTEL BROADBAND BILL/AIRT,,1395.00,,1051959.30
06 Apr 2026,06 Apr 2026,UPI/124254451135/UBER INDIA SYSTEMS/HDFC,,1047.15,,1050912.15
06 Apr 2026,06 Apr 2026,UPI/540242318123/ZERODHA BROKING MF SIP/ZERO,,35000.00,,1015912.15
07 Apr 2026,07 Apr 2026,ACH DR NETFLIX ENTERTAINMENT SVC,,810.00,,1015102.15
07 Apr 2026,07 Apr 2026,POS 4687XXXXXXXX2868 THIRD WAVE COFFEE,,483.84,,1014618.31
08 Apr 2026,08 Apr 2026,POS 4497XXXXXXXX7180 CULT FIT FITNESS,,2650.21,,1011968.10
08 Apr 2026,08 Apr 2026,UPI/AUTOPAY/BESCOM ELECTRICITY BILL/BESC,,2310.39,,1009657.71
09 Apr 2026,09 Apr 2026,ACH DR HDFC ERGO HEALTH INSURANCE PREM,,2450.00,,1007207.71
10 Apr 2026,10 Apr 2026,NEFT DR-GREENWOOD HIGH SCHOOL-TERM FEE,,46000.00,,961207.71
10 Apr 2026,10 Apr 2026,POS 4908XXXXXXXX2309 AMAZON SELLER SERVICES,,3565.25,,957642.46
10 Apr 2026,10 Apr 2026,UPI/385425574271/OLA CABS ANI TECH/PAYTM,,913.07,,956729.39
10 Apr 2026,10 Apr 2026,UPI/772392447020/ZOMATO ONLINE ORDER/YESB,,692.25,,956037.14
11 Apr 2026,11 Apr 2026,ACH DR SPOTIFY INDIA PREMIUM,,244.00,,955793.14
11 Apr 2026,11 Apr 2026,UPI/394274317115/ZEPTO NOW/YESB,,440.60,,955352.54
12 Apr 2026,12 Apr 2026,UPI/636748313896/BARBEQUE NATION HOSP/HDFC,,5706.62,,949645.92
12 Apr 2026,12 Apr 2026,UPI/703988601691/MAHANAGAR GAS BILL PAY/MGAS,,653.76,,948992.16
13 Apr 2026,13 Apr 2026,UPI/846779843910/COUNTRY DELIGHT MILK/AXIS,,645.69,,948346.47
14 Apr 2026,14 Apr 2026,UPI/AUTOPAY/JIO POSTPAID BILL/RJIO,,737.00,,947609.47
15 Apr 2026,15 Apr 2026,POS 5495XXXXXXXX3130 DECATHLON SPORTS INDIA,,7223.60,,940385.87
15 Apr 2026,15 Apr 2026,UPI/349409276837/UBER INDIA SYSTEMS/HDFC,,728.72,,939657.15
16 Apr 2026,16 Apr 2026,ACH DR ADOBE CREATIVE CLOUD,,2019.00,,937638.15
18 Apr 2026,18 Apr 2026,POS 4833XXXXXXXX7749 STEAM GAMES VALVE CORP,,1598.71,,936039.44
19 Apr 2026,19 Apr 2026,ACH DR GOOGLE ONE STORAGE,,266.00,,935773.44
19 Apr 2026,19 Apr 2026,POS 4993XXXXXXXX2838 CHAAYOS TEA CAFE,,360.34,,935413.10
21 Apr 2026,21 Apr 2026,IMPS CR-586409511-PERFORMANCE INCENTIVE PAYOUT,,,18280.85,953693.95
21 Apr 2026,21 Apr 2026,POS 5269XXXXXXXX1198 IRCTC RAIL TICKET BOOKING,,1083.29,,952610.66
25 Apr 2026,25 Apr 2026,UPI/373800593029/RAPIDO BIKE TAXI/YESB,,289.80,,952320.86
25 Apr 2026,25 Apr 2026,UPI/840034706297/BLINKIT GROCERY/HDFC,,2165.84,,950155.02
25 Apr 2026,25 Apr 2026,UPI/998671899235/BARBEQUE NATION HOSP/HDFC,,5453.01,,944702.01
26 Apr 2026,26 Apr 2026,POS 4109XXXXXXXX4861 PVR CINEMAS LTD,,1351.47,,943350.54
26 Apr 2026,26 Apr 2026,UPI/447896825367/OLA CABS ANI TECH/PAYTM,,800.80,,942549.74
27 Apr 2026,27 Apr 2026,UPI/342690271533/RAPIDO BIKE TAXI/YESB,,330.61,,942219.13
27 Apr 2026,27 Apr 2026,UPI/458875890663/PHARMEASY ONLINE/ICIC,,918.17,,941300.96
30 Apr 2026,30 Apr 2026,POS 4774XXXXXXXX6841 LAKME SALON,,3007.10,,938293.86
30 Apr 2026,30 Apr 2026,UPI/250734922493/OLA CABS ANI TECH/PAYTM,,638.87,,937654.99
30 Apr 2026,30 Apr 2026,UPI/509562047462/DOMINOS PIZZA IND/ICIC,,1017.97,,936637.02
30 Apr 2026,30 Apr 2026,UPI/659050337642/BLINKIT GROCERY/HDFC,,1972.05,,934664.97
01 May 2026,01 May 2026,NEFT CR-ICIC0000456-NORTHSTAR ANALYTICS LLP-SALARY MAY26,,,335591.50,1270256.47
01 May 2026,01 May 2026,UPI/853136375784/NAMMA YATRI/AXIS,,300.74,,1269955.73
02 May 2026,02 May 2026,UPI/486802590949/NOBROKER PAY RENT LANDLORD/HDFC,,52000.00,,1217955.73
02 May 2026,02 May 2026,UPI/858717901149/LICIOUS MEAT DELIVERY/HDFC,,1278.37,,1216677.36
03 May 2026,03 May 2026,UPI/491737688268/RAPIDO BIKE TAXI/YESB,,291.14,,1216386.22
04 May 2026,04 May 2026,ACH DR LITTLE SCHOLARS DAYCARE MONTHLY FEE,,18500.00,,1197886.22
04 May 2026,04 May 2026,POS 4391XXXXXXXX5830 CULT FIT FITNESS,,2713.06,,1195173.16
05 May 2026,05 May 2026,ACH DR HDFC BANK HOME LOAN EMI MAY26,,38000.00,,1157173.16
05 May 2026,05 May 2026,UPI/AUTOPAY/AIRTEL BROADBAND BILL/AIRT,,1395.00,,1155778.16
06 May 2026,06 May 2026,ATW-5561XXXXXXXX7928-HDFC BANK ATM CASH WITHDRAWAL,,3000.00,,1152778.16
06 May 2026,06 May 2026,POS 5270XXXXXXXX4573 IRCTC RAIL TICKET BOOKING,,3396.94,,1149381.22
06 May 2026,06 May 2026,UPI/292894651751/ZERODHA BROKING MF SIP/ZERO,,35000.00,,1114381.22
06 May 2026,06 May 2026,UPI/525405509363/BARBEQUE NATION HOSP/HDFC,,3684.33,,1110696.89
06 May 2026,06 May 2026,UPI/540558482973/URBAN COMPANY SALON/HDFC,,2872.54,,1107824.35
07 May 2026,07 May 2026,ACH DR NETFLIX ENTERTAINMENT SVC,,810.00,,1107014.35
08 May 2026,08 May 2026,UPI/676862522348/PHARMEASY ONLINE/ICIC,,501.30,,1106513.05
08 May 2026,08 May 2026,UPI/AUTOPAY/BESCOM ELECTRICITY BILL/BESC,,3143.74,,1103369.31
09 May 2026,09 May 2026,ACH DR HDFC ERGO HEALTH INSURANCE PREM,,2450.00,,1100919.31
09 May 2026,09 May 2026,UPI/924728477361/WOW MOMO FOODS/AXIS,,847.50,,1100071.81
10 May 2026,10 May 2026,UPI/139169507290/LICIOUS MEAT DELIVERY/HDFC,,1761.73,,1098310.08
11 May 2026,11 May 2026,ACH DR SPOTIFY INDIA PREMIUM,,244.00,,1098066.08
12 May 2026,12 May 2026,UPI/676285746089/MAHANAGAR GAS BILL PAY/MGAS,,850.12,,1097215.96
13 May 2026,13 May 2026,ATW-4449XXXXXXXX1032-HDFC BANK ATM CASH WITHDRAWAL,,3000.00,,1094215.96
13 May 2026,13 May 2026,UPI/177021914369/BARBEQUE NATION HOSP/HDFC,,4086.39,,1090129.57
13 May 2026,13 May 2026,UPI/663040905081/UBER INDIA SYSTEMS/HDFC,,297.62,,1089831.95
14 May 2026,14 May 2026,UPI/671673448990/PAYTM FASTAG RECHARGE/PYTM,,1055.21,,1088776.74
14 May 2026,14 May 2026,UPI/AUTOPAY/JIO POSTPAID BILL/RJIO,,737.00,,1088039.74
15 May 2026,15 May 2026,UPI/351965346243/SWIGGY FOOD ORDER/HDFC,,810.17,,1087229.57
16 May 2026,16 May 2026,ACH DR ADOBE CREATIVE CLOUD,,2019.00,,1085210.57
16 May 2026,16 May 2026,POS 5420XXXXXXXX4989 STARBUCKS COFFEE INDIA,,1045.64,,1084164.93
18 May 2026,18 May 2026,POS 4161XXXXXXXX9385 CHAAYOS TEA CAFE,,215.27,,1083949.66
18 May 2026,18 May 2026,UPI/334852145739/PAYTM FASTAG RECHARGE/PYTM,,704.24,,1083245.42
19 May 2026,19 May 2026,ACH DR GOOGLE ONE STORAGE,,266.00,,1082979.42
19 May 2026,19 May 2026,POS 4433XXXXXXXX4410 DECATHLON SPORTS INDIA,,8000.01,,1074979.41
20 May 2026,20 May 2026,POS 5253XXXXXXXX9112 IRCTC RAIL TICKET BOOKING,,3014.52,,1071964.89
20 May 2026,20 May 2026,UPI/339713181226/LICIOUS MEAT DELIVERY/HDFC,,882.26,,1071082.63
21 May 2026,21 May 2026,UPI/128044407647/BEHROUZ BIRYANI/PAYTM,,585.15,,1070497.48
23 May 2026,23 May 2026,POS 5180XXXXXXXX9287 MYNTRA DESIGNS PVT LTD,,7895.69,,1062601.79
24 May 2026,24 May 2026,POS 5169XXXXXXXX4495 CHAAYOS TEA CAFE,,564.51,,1062037.28
24 May 2026,24 May 2026,UPI/104105765473/CRED CLUB CREDIT CARD BILL/AXIS,,9900.17,,1052137.11
24 May 2026,24 May 2026,UPI/911346130678/PAYTM FASTAG RECHARGE/PYTM,,1163.57,,1050973.54
25 May 2026,25 May 2026,UPI/792568882958/NAMMA YATRI/AXIS,,201.88,,1050771.66
26 May 2026,26 May 2026,UPI/319646086622/WOW MOMO FOODS/AXIS,,712.14,,1050059.52
27 May 2026,27 May 2026,UPI/131429791352/FLIPKART INTERNET/HDFC,,1147.84,,1048911.68
27 May 2026,27 May 2026,UPI/615600717627/WOW MOMO FOODS/AXIS,,542.84,,1048368.84
30 May 2026,30 May 2026,UPI/565271349576/NAMMA YATRI/AXIS,,437.91,,1047930.93
31 May 2026,31 May 2026,POS 4155XXXXXXXX9787 HPCL PETROL PUMP,,3413.70,,1044517.23
01 Jun 2026,01 Jun 2026,NEFT CR-ICIC0000456-NORTHSTAR ANALYTICS LLP-SALARY JUN26,,,335952.10,1380469.33
01 Jun 2026,01 Jun 2026,POS 4612XXXXXXXX5760 HPCL PETROL PUMP,,2149.11,,1378320.22
01 Jun 2026,01 Jun 2026,POS 4871XXXXXXXX1140 AMAZON SELLER SERVICES,,6779.64,,1371540.58
02 Jun 2026,02 Jun 2026,UPI/828923670574/NOBROKER PAY RENT LANDLORD/HDFC,,52000.00,,1319540.58
03 Jun 2026,03 Jun 2026,UPI/260836363167/ZEPTO NOW/YESB,,356.04,,1319184.54
04 Jun 2026,04 Jun 2026,ACH DR LITTLE SCHOLARS DAYCARE MONTHLY FEE,,18500.00,,1300684.54
04 Jun 2026,04 Jun 2026,UPI/412668511141/BEHROUZ BIRYANI/PAYTM,,725.35,,1299959.19
04 Jun 2026,04 Jun 2026,UPI/820030748432/RAPIDO BIKE TAXI/YESB,,290.88,,1299668.31
05 Jun 2026,05 Jun 2026,ACH DR HDFC BANK HOME LOAN EMI JUN26,,38000.00,,1261668.31
05 Jun 2026,05 Jun 2026,UPI/110179796622/BARBEQUE NATION HOSP/HDFC,,4793.57,,1256874.74
05 Jun 2026,05 Jun 2026,UPI/AUTOPAY/AIRTEL BROADBAND BILL/AIRT,,1395.00,,1255479.74
06 Jun 2026,06 Jun 2026,POS 4959XXXXXXXX1632 MCDONALDS INDIA PVT,,579.88,,1254899.86
06 Jun 2026,06 Jun 2026,POS 5249XXXXXXXX9096 DECATHLON SPORTS INDIA,,3273.17,,1251626.69
06 Jun 2026,06 Jun 2026,UPI/514425230973/ZERODHA BROKING MF SIP/ZERO,,35000.00,,1216626.69
07 Jun 2026,07 Jun 2026,ACH DR NETFLIX ENTERTAINMENT SVC,,810.00,,1215816.69
07 Jun 2026,07 Jun 2026,POS 5319XXXXXXXX9829 DMART AVENUE SUPERMARTS,,4369.44,,1211447.25
08 Jun 2026,08 Jun 2026,ATW-4674XXXXXXXX7472-HDFC BANK ATM CASH WITHDRAWAL,,5000.00,,1206447.25
08 Jun 2026,08 Jun 2026,UPI/128719949277/NAMMA YATRI/AXIS,,185.38,,1206261.87
08 Jun 2026,08 Jun 2026,UPI/843433631376/FLIPKART INTERNET/HDFC,,10260.09,,1196001.78
08 Jun 2026,08 Jun 2026,UPI/AUTOPAY/BESCOM ELECTRICITY BILL/BESC,,4192.55,,1191809.23
09 Jun 2026,09 Jun 2026,ACH DR HDFC ERGO HEALTH INSURANCE PREM,,2450.00,,1189359.23
09 Jun 2026,09 Jun 2026,UPI/208271714621/BIGBASKET SUPERMKT/ICIC,,4849.01,,1184510.22
11 Jun 2026,11 Jun 2026,ACH DR SPOTIFY INDIA PREMIUM,,244.00,,1184266.22
11 Jun 2026,11 Jun 2026,UPI/569703143032/OLA CABS ANI TECH/PAYTM,,860.59,,1183405.63
12 Jun 2026,12 Jun 2026,UPI/473800215801/PAYTM FASTAG RECHARGE/PYTM,,759.17,,1182646.46
12 Jun 2026,12 Jun 2026,UPI/862324952750/MAHANAGAR GAS BILL PAY/MGAS,,958.23,,1181688.23
13 Jun 2026,13 Jun 2026,UPI/318199633946/ZEPTO NOW/YESB,,642.89,,1181045.34
14 Jun 2026,14 Jun 2026,POS 4019XXXXXXXX8567 MCDONALDS INDIA PVT,,686.06,,1180359.28
14 Jun 2026,14 Jun 2026,POS 4420XXXXXXXX4337 MAKEMYTRIP FLIGHT BOOKING BLR-GOI,,38400.00,,1141959.28
14 Jun 2026,14 Jun 2026,UPI/AUTOPAY/JIO POSTPAID BILL/RJIO,,737.00,,1141222.28
15 Jun 2026,15 Jun 2026,POS 4249XXXXXXXX3308 TAJ RESORTS HOTEL BOOKING,,46800.00,,1094422.28
16 Jun 2026,16 Jun 2026,ACH DR ADOBE CREATIVE CLOUD,,2019.00,,1092403.28
16 Jun 2026,16 Jun 2026,POS 4057XXXXXXXX6506 AMAZON SELLER SERVICES,,10051.60,,1082351.68
17 Jun 2026,17 Jun 2026,UPI/234264929877/URBAN COMPANY SALON/HDFC,,1750.63,,1080601.05
18 Jun 2026,18 Jun 2026,POS 5549XXXXXXXX1859 STARBUCKS COFFEE INDIA,,525.71,,1080075.34
18 Jun 2026,18 Jun 2026,UPI/954555062593/ZEPTO NOW/YESB,,859.06,,1079216.28
19 Jun 2026,19 Jun 2026,ACH DR GOOGLE ONE STORAGE,,266.00,,1078950.28
20 Jun 2026,20 Jun 2026,POS 4887XXXXXXXX4201 DECATHLON SPORTS INDIA,,5885.92,,1073064.36
20 Jun 2026,20 Jun 2026,UPI/547282271834/ZOMATO ONLINE ORDER/YESB,,1513.24,,1071551.12
21 Jun 2026,21 Jun 2026,UPI/194492488652/APOLLO PHARMACY/HDFC,,2081.11,,1069470.01
22 Jun 2026,22 Jun 2026,UPI/447866098102/NAMMA YATRI/AXIS,,339.51,,1069130.50
23 Jun 2026,23 Jun 2026,UPI/264635278696/RAPIDO BIKE TAXI/YESB,,143.74,,1068986.76
24 Jun 2026,24 Jun 2026,UPI/488790628150/BIGBASKET SUPERMKT/ICIC,,3198.16,,1065788.60
24 Jun 2026,24 Jun 2026,UPI/492814944712/WOW MOMO FOODS/AXIS,,427.43,,1065361.17
25 Jun 2026,25 Jun 2026,POS 4869XXXXXXXX7568 IRCTC RAIL TICKET BOOKING,,1009.56,,1064351.61
25 Jun 2026,25 Jun 2026,UPI/638561835369/AMAZON SELLER SERV REFUND/HDFC,,,1702.46,1066054.07
26 Jun 2026,26 Jun 2026,IMPS DR-624845159-SELF TRANSFER TO SAVINGS AC,,66251.04,,999803.03
26 Jun 2026,26 Jun 2026,POS 5345XXXXXXXX1607 PRACTO CONSULT,,1094.27,,998708.76
26 Jun 2026,26 Jun 2026,UPI/555553852200/BEHROUZ BIRYANI/PAYTM,,704.43,,998004.33
26 Jun 2026,26 Jun 2026,UPI/562129112617/COUNTRY DELIGHT MILK/AXIS,,1108.76,,996895.57
27 Jun 2026,27 Jun 2026,POS 4996XXXXXXXX6833 AMAZON SELLER SERVICES,,1803.36,,995092.21
27 Jun 2026,27 Jun 2026,UPI/613222293568/WOW MOMO FOODS/AXIS,,875.07,,994217.14
27 Jun 2026,27 Jun 2026,UPI/655021666874/ZEPTO NOW/YESB,,1533.56,,992683.58
28 Jun 2026,28 Jun 2026,POS 4840XXXXXXXX1589 STARBUCKS COFFEE INDIA,,514.86,,992168.72
30 Jun 2026,30 Jun 2026,UPI/413217801539/BARBEQUE NATION HOSP/HDFC,,3986.21,,988182.51
01 Jul 2026,01 Jul 2026,NEFT CR-ICIC0000456-NORTHSTAR ANALYTICS LLP-SALARY JUL26,,,335370.63,1323553.14
02 Jul 2026,02 Jul 2026,UPI/548897219105/NOBROKER PAY RENT LANDLORD/HDFC,,52000.00,,1271553.14
02 Jul 2026,02 Jul 2026,UPI/568806959456/COUNTRY DELIGHT MILK/AXIS,,1044.66,,1270508.48
03 Jul 2026,03 Jul 2026,UPI/491827607106/RAPIDO BIKE TAXI/YESB,,122.12,,1270386.36
04 Jul 2026,04 Jul 2026,ACH DR LITTLE SCHOLARS DAYCARE MONTHLY FEE,,18500.00,,1251886.36
04 Jul 2026,04 Jul 2026,POS 5445XXXXXXXX6972 IRCTC RAIL TICKET BOOKING,,2932.59,,1248953.77
04 Jul 2026,04 Jul 2026,UPI/890908968333/ZOMATO ONLINE ORDER/YESB,,770.87,,1248182.90
05 Jul 2026,05 Jul 2026,ACH DR HDFC BANK HOME LOAN EMI JUL26,,38000.00,,1210182.90
05 Jul 2026,05 Jul 2026,POS 4794XXXXXXXX8989 PVR CINEMAS LTD,,716.86,,1209466.04
05 Jul 2026,05 Jul 2026,POS 5003XXXXXXXX4087 HPCL PETROL PUMP,,3097.54,,1206368.50
05 Jul 2026,05 Jul 2026,UPI/219877408550/BLINKIT GROCERY/HDFC,,807.58,,1205560.92
05 Jul 2026,05 Jul 2026,UPI/AUTOPAY/AIRTEL BROADBAND BILL/AIRT,,1395.00,,1204165.92
06 Jul 2026,06 Jul 2026,UPI/455951790298/ZERODHA BROKING MF SIP/ZERO,,35000.00,,1169165.92
07 Jul 2026,07 Jul 2026,ACH DR NETFLIX ENTERTAINMENT SVC,,810.00,,1168355.92
08 Jul 2026,08 Jul 2026,UPI/AUTOPAY/BESCOM ELECTRICITY BILL/BESC,,2472.00,,1165883.92
09 Jul 2026,09 Jul 2026,ACH DR HDFC ERGO HEALTH INSURANCE PREM,,2450.00,,1163433.92
09 Jul 2026,09 Jul 2026,POS 4078XXXXXXXX5896 IKEA INDIA PVT LTD,,13621.22,,1149812.70
09 Jul 2026,09 Jul 2026,UPI/313679891511/WOW MOMO FOODS/AXIS,,630.86,,1149181.84
09 Jul 2026,09 Jul 2026,UPI/949924742459/PAYTM FASTAG RECHARGE/PYTM,,741.30,,1148440.54
10 Jul 2026,10 Jul 2026,ATW-4537XXXXXXXX9079-HDFC BANK ATM CASH WITHDRAWAL,,5000.00,,1143440.54
10 Jul 2026,10 Jul 2026,NEFT DR-GREENWOOD HIGH SCHOOL-TERM FEE,,46000.00,,1097440.54
10 Jul 2026,10 Jul 2026,POS 4270XXXXXXXX2622 HPCL PETROL PUMP,,2311.04,,1095129.50
10 Jul 2026,10 Jul 2026,UPI/343633154373/DOMINOS PIZZA IND/ICIC,,1050.93,,1094078.57
11 Jul 2026,11 Jul 2026,ACH DR SPOTIFY INDIA PREMIUM,,244.00,,1093834.57
11 Jul 2026,11 Jul 2026,UPI/203370557884/BIGBASKET SUPERMKT/ICIC,,3691.77,,1090142.80
11 Jul 2026,11 Jul 2026,UPI/408565914743/WOW MOMO FOODS/AXIS,,661.47,,1089481.33
12 Jul 2026,12 Jul 2026,POS 4401XXXXXXXX5262 THIRD WAVE COFFEE,,761.79,,1088719.54
12 Jul 2026,12 Jul 2026,POS 5055XXXXXXXX7293 IRCTC RAIL TICKET BOOKING,,781.53,,1087938.01
12 Jul 2026,12 Jul 2026,UPI/242787251379/BLINKIT GROCERY/HDFC,,1685.56,,1086252.45
